id,venue_name,venue_id,venue_url,venue_img,venue_email,venue_phone,venue_website,city_name,country_name,country_geo_id,city_geo_id,venue_street_address,venue_locality,region_name,venue_postal_code,venue_cost,venue_rating,venue_review_count,status,venue_tcreate,venue_long,venue_lat,venue_tmodified
90543,CtEscape,13427342,/Attraction_Review-g189852-d13427342-Reviews-CtEscape-Stockholm.html,https://media-cdn.tripadvisor.com/media/photo-s/12/4b/dc/c6/the-players-are-real.jpg,,+46 8 651 59 50,http://www.ctescape.se/,Skarholmen,Sweden,189806,12461545,http://www.ctescape.se/,Stockholm,Stockholm County,113 28,,5.0,2,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90544,PANIQ-ROOM Stockholm,15683388,/Attraction_Review-g189852-d15683388-Reviews-PANIQ_ROOM_Stockholm-Stockholm.html,https://media-cdn.tripadvisor.com/media/photo-s/15/f2/b8/df/saw.jpg,,+46 73 732 45 97,http://paniqescaperoom.se,Skarholmen,Sweden,189806,12461545,http://paniqescaperoom.se,Stockholm,Stockholm County,11362,,4.0,5,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90545,Escape Rooms Sweden,13554916,/Attraction_Review-g189852-d13554916-Reviews-Escape_Rooms_Sweden-Stockholm.html,https://media-cdn.tripadvisor.com/media/photo-s/12/2f/7a/fd/escape-rooms-sweden.jpg,,+46 72 011 61 59,http://www.escaperoomssweden.com,Skarholmen,Sweden,189806,12461545,http://www.escaperoomssweden.com,Stockholm,Stockholm County,111 43,,3.0,31,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90546,Sherlocked,7245669,/Attraction_Review-g189839-d7245669-Reviews-Sherlocked-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/af/9a/d1/sherlocked-irl-afk-wtf.jpg,,+46 40 651 21 00,http://www.sherlocked.se,Bjarred,Sweden,189806,3576623,http://www.sherlocked.se,Malmo,Skane County,211 25,,5.0,129,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90547,Fox in a box Escape Room,14548077,/Attraction_Review-g189839-d14548077-Reviews-Fox_in_a_box_Escape_Room-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/17/29/b4/c5/prison-break.jpg,,+46 73 704 57 63,http://www.foxinaboxmalmo.com,Bjarred,Sweden,189806,3576623,http://www.foxinaboxmalmo.com,Malmo,Skane County,21135,,5.0,119,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90548,The Alley Escape Rooms,12941692,/Attraction_Review-g189839-d12941692-Reviews-The_Alley_Escape_Rooms-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/10/d0/7c/b9/getlstd-property-photo.jpg,,+46 72 022 24 99,http://www.thealley.se,Bjarred,Sweden,189806,3576623,http://www.thealley.se,Malmo,Skane County,211 45,,5.0,140,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90549,The Gatsby Maze Escape Room,13010653,/Attraction_Review-g189839-d13010653-Reviews-The_Gatsby_Maze_Escape_Room-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/11/27/53/6f/the-entrance-to-the-gatsby.jpg,,,http://www.gatsbymaze.com,Bjarred,Sweden,189806,3576623,http://www.gatsbymaze.com,Malmo,Skane County,214 30,,5.0,32,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90550,Escape House Lund,12646823,/Attraction_Review-g189838-d12646823-Reviews-Escape_House_Lund-Lund_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/10/b8/e0/8a/anta-schackmastarens.jpg,,+46 46 14 95 00,http://www.escapehouse.se/lund,Bjarred,Sweden,189806,3576623,http://www.escapehouse.se/lund,Lund,Skane County,222 22,,4.5,26,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90551,Questrooms Malmo Escape Rooms,12448204,/Attraction_Review-g189839-d12448204-Reviews-Questrooms_Malmo_Escape_Rooms-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/97/19/48/hur-kanns-det-med-handbojor.jpg,,+46 76 195 32 37,http://malmo.questrooms.com/,Bjarred,Sweden,189806,3576623,http://malmo.questrooms.com/,Malmo,Skane County,211 30,,5.0,43,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90552,Utmaningarnas Hus,7195524,/Attraction_Review-g189839-d7195524-Reviews-Utmaningarnas_Hus-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/c9/c4/c0/lets-get-the-party-started.jpg,,+46 40 51 01 75,http://www.utmaningarnashus.se,Bjarred,Sweden,189806,3576623,http://www.utmaningarnashus.se,Malmo,Skane County,216 18,,4.5,34,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90553,Outdoor Escape Games,14772111,/Attraction_Review-g189839-d14772111-Reviews-Outdoor_Escape_Games-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/14/2d/fc/49/find-the-locations-around.jpg,,,http://outdoorescapegame.com,Bjarred,Sweden,189806,3576623,http://outdoorescapegame.com,Malmo,Skane County,214 21,,5.0,3,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90554,Inlast,7367184,/Attraction_Review-g189849-d7367184-Reviews-Inlast-Vaxjo_Kronoberg_County.html,https://media-cdn.tripadvisor.com/media/photo-s/15/33/d0/38/var-lounge.jpg,,+46 70 736 08 59,http://www.escapegamevaxjo.se/,Grimslov,Sweden,189806,4579795,http://www.escapegamevaxjo.se/,Vaxjo,Kronoberg County,352 33,,5.0,84,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90555,Escape House Gothenburg,8064756,/Attraction_Review-g189894-d8064756-Reviews-Escape_House_Gothenburg-Gothenburg_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/08/ef/d7/64/escape-house-goteborg.jpg,,+46 31 388 00 60,http://www.escapehouse.se,Saro,Sweden,189806,3225616,http://www.escapehouse.se,Gothenburg,Halland County,414 57,,4.5,152,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90556,Gothenburg Escape Game,7845382,/Attraction_Review-g189894-d7845382-Reviews-Gothenburg_Escape_Game-Gothenburg_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/08/12/c5/31/gothenburg-escape-game.jpg,,+46 31 20 40 13,http://www.gotescape.se/en/startpage,Saro,Sweden,189806,3225616,http://www.gotescape.se/en/startpage,Gothenburg,Halland County,41120,,5.0,219,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90557,The Alley Escape Rooms,12941692,/Attraction_Review-g189839-d12941692-Reviews-The_Alley_Escape_Rooms-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/10/d0/7c/b9/getlstd-property-photo.jpg,,+46 72 022 24 99,http://www.thealley.se,Vellinge,Sweden,189806,1315181,http://www.thealley.se,Malmo,Skane County,211 45,,5.0,140,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90558,Fox in a box Escape Room,14548077,/Attraction_Review-g189839-d14548077-Reviews-Fox_in_a_box_Escape_Room-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/17/29/b4/c5/prison-break.jpg,,+46 73 704 57 63,http://www.foxinaboxmalmo.com,Vellinge,Sweden,189806,1315181,http://www.foxinaboxmalmo.com,Malmo,Skane County,21135,,5.0,119,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90559,Sherlocked,7245669,/Attraction_Review-g189839-d7245669-Reviews-Sherlocked-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/af/9a/d1/sherlocked-irl-afk-wtf.jpg,,+46 40 651 21 00,http://www.sherlocked.se,Vellinge,Sweden,189806,1315181,http://www.sherlocked.se,Malmo,Skane County,211 25,,5.0,129,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90560,Utmaningarnas Hus,7195524,/Attraction_Review-g189839-d7195524-Reviews-Utmaningarnas_Hus-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/c9/c4/c0/lets-get-the-party-started.jpg,,+46 40 51 01 75,http://www.utmaningarnashus.se,Vellinge,Sweden,189806,1315181,http://www.utmaningarnashus.se,Malmo,Skane County,216 18,,4.5,34,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90561,The Gatsby Maze Escape Room,13010653,/Attraction_Review-g189839-d13010653-Reviews-The_Gatsby_Maze_Escape_Room-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/11/27/53/6f/the-entrance-to-the-gatsby.jpg,,,http://www.gatsbymaze.com,Vellinge,Sweden,189806,1315181,http://www.gatsbymaze.com,Malmo,Skane County,214 30,,5.0,32,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90562,Outdoor Escape Games,14772111,/Attraction_Review-g189839-d14772111-Reviews-Outdoor_Escape_Games-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/14/2d/fc/49/find-the-locations-around.jpg,,,http://outdoorescapegame.com,Vellinge,Sweden,189806,1315181,http://outdoorescapegame.com,Malmo,Skane County,214 21,,5.0,3,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90563,Questrooms Malmo Escape Rooms,12448204,/Attraction_Review-g189839-d12448204-Reviews-Questrooms_Malmo_Escape_Rooms-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/97/19/48/hur-kanns-det-med-handbojor.jpg,,+46 76 195 32 37,http://malmo.questrooms.com/,Vellinge,Sweden,189806,1315181,http://malmo.questrooms.com/,Malmo,Skane County,211 30,,5.0,43,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90564,Escape House Gothenburg,8064756,/Attraction_Review-g189894-d8064756-Reviews-Escape_House_Gothenburg-Gothenburg_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/08/ef/d7/64/escape-house-goteborg.jpg,,+46 31 388 00 60,http://www.escapehouse.se,Skarhamn,Sweden,189806,670158,http://www.escapehouse.se,Gothenburg,Vastra Gotaland County,414 57,,4.5,152,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90565,Breakout Sweden,11435858,/Attraction_Review-g189836-d11435858-Reviews-Breakout_Sweden-Helsingborg_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0d/ff/a7/d8/spannande-och-klurigt.jpg,,+46 42 303 65 76,http://breakoutsweden.se/sv/,Astorp Municipality,Sweden,189806,14784769,http://breakoutsweden.se/sv/,,Skane County,252 67,,5.0,12,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90566,Prison Island,14930958,/Attraction_Review-g189836-d14930958-Reviews-Prison_Island-Helsingborg_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/13/e5/c8/fb/20180728-151203-largejpg.jpg,,+46 42 21 85 20,http://www.prisonisland.se,Astorp Municipality,Sweden,189806,14784769,http://www.prisonisland.se,,Skane County,,,4.5,4,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90567,Sherlocked,7245669,/Attraction_Review-g189839-d7245669-Reviews-Sherlocked-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/af/9a/d1/sherlocked-irl-afk-wtf.jpg,,+46 40 651 21 00,http://www.sherlocked.se,Staffanstorp,Sweden,189806,3546108,http://www.sherlocked.se,Malmo,Skane County,211 25,,5.0,129,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90568,Fox in a box Escape Room,14548077,/Attraction_Review-g189839-d14548077-Reviews-Fox_in_a_box_Escape_Room-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/17/29/b4/c5/prison-break.jpg,,+46 73 704 57 63,http://www.foxinaboxmalmo.com,Staffanstorp,Sweden,189806,3546108,http://www.foxinaboxmalmo.com,Malmo,Skane County,21135,,5.0,119,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90569,The Alley Escape Rooms,12941692,/Attraction_Review-g189839-d12941692-Reviews-The_Alley_Escape_Rooms-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/10/d0/7c/b9/getlstd-property-photo.jpg,,+46 72 022 24 99,http://www.thealley.se,Staffanstorp,Sweden,189806,3546108,http://www.thealley.se,Malmo,Skane County,211 45,,5.0,140,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90570,Escape House Lund,12646823,/Attraction_Review-g189838-d12646823-Reviews-Escape_House_Lund-Lund_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/10/b8/e0/8a/anta-schackmastarens.jpg,,+46 46 14 95 00,http://www.escapehouse.se/lund,Staffanstorp,Sweden,189806,3546108,http://www.escapehouse.se/lund,Lund,Skane County,222 22,,4.5,26,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90571,The Gatsby Maze Escape Room,13010653,/Attraction_Review-g189839-d13010653-Reviews-The_Gatsby_Maze_Escape_Room-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/11/27/53/6f/the-entrance-to-the-gatsby.jpg,,,http://www.gatsbymaze.com,Staffanstorp,Sweden,189806,3546108,http://www.gatsbymaze.com,Malmo,Skane County,214 30,,5.0,32,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90572,Questrooms Malmo Escape Rooms,12448204,/Attraction_Review-g189839-d12448204-Reviews-Questrooms_Malmo_Escape_Rooms-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/97/19/48/hur-kanns-det-med-handbojor.jpg,,+46 76 195 32 37,http://malmo.questrooms.com/,Staffanstorp,Sweden,189806,3546108,http://malmo.questrooms.com/,Malmo,Skane County,211 30,,5.0,43,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90573,Gothenburg Escape Game,7845382,/Attraction_Review-g189894-d7845382-Reviews-Gothenburg_Escape_Game-Gothenburg_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/08/12/c5/31/gothenburg-escape-game.jpg,,+46 31 20 40 13,http://www.gotescape.se/en/startpage,Molnlycke,Sweden,189806,1949728,http://www.gotescape.se/en/startpage,Gothenburg,Vastra Gotaland County,41120,,5.0,219,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90574,Escape House Gothenburg,8064756,/Attraction_Review-g189894-d8064756-Reviews-Escape_House_Gothenburg-Gothenburg_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/08/ef/d7/64/escape-house-goteborg.jpg,,+46 31 388 00 60,http://www.escapehouse.se,Molnlycke,Sweden,189806,1949728,http://www.escapehouse.se,Gothenburg,Vastra Gotaland County,414 57,,4.5,152,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90575,Prison Island Goteborg,12003218,/Attraction_Review-g1136267-d12003218-Reviews-Prison_Island_Goteborg-Molndal_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/11/99/17/1e/20171226-115327-largejpg.jpg,,+46 31 797 19 99,http://www.prisonisland.nu,Molnlycke,Sweden,189806,1949728,http://www.prisonisland.nu,Molndal,Vastra Gotaland County,431 67,,4.0,12,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90576,The Room,13001343,/Attraction_Review-g189894-d13001343-Reviews-The_Room-Gothenburg_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/11/86/12/09/the-room-organises-exciting.jpg,,+46 31 14 99 39,http://www.theroomescape.se,Molnlycke,Sweden,189806,1949728,http://www.theroomescape.se,Gothenburg,Vastra Gotaland County,417 01,,5.0,21,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90577,Escape,15560969,/Attraction_Review-g189894-d15560969-Reviews-Escape-Gothenburg_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/15/8b/3c/7c/getlstd-property-photo.jpg,,+46 31 770 00 01,http://www.escapegbg.se,Molnlycke,Sweden,189806,1949728,http://www.escapegbg.se,Gothenburg,Vastra Gotaland County,411 14,,5.0,6,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90578,Escape Quest,14922022,/Attraction_Review-g189894-d14922022-Reviews-Escape_Quest-Gothenburg_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/15/dd/7f/a8/front.jpg,,+46 70 986 52 75,http://www.escapequest.se,Molnlycke,Sweden,189806,1949728,http://www.escapequest.se,Gothenburg,Vastra Gotaland County,417 05,,4.5,7,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90579,Room Escape GBG,8560777,/Attraction_Review-g189894-d8560777-Reviews-Room_Escape_GBG-Gothenburg_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/08/cd/f9/36/room-escape-gbg.jpg,,+46 73 554 72 45,http://www.roomescapegbg.se,Molnlycke,Sweden,189806,1949728,http://www.roomescapegbg.se,Gothenburg,Vastra Gotaland County,422 43,,2.0,21,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90580,Prison Island Huskvarna,12449261,/Attraction_Review-g226899-d12449261-Reviews-Prison_Island_Huskvarna-Huskvarna_Jonkoping_County.html,https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo.png,,+46 36 770 19 50,http://prisonisland.se/en/huskvarna/,Huskvarna,Sweden,189806,226899,http://prisonisland.se/en/huskvarna/,Huskvarna,Jonkoping County,561 31,,4.0,5,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90581,Escape House Jonkoping,12952601,/Attraction_Review-g189847-d12952601-Reviews-Escape_House_Jonkoping-Jonkoping_Jonkoping_County.html,https://media-cdn.tripadvisor.com/media/photo-s/10/dc/49/ee/getlstd-property-photo.jpg,,+46 36 12 35 00,http://www.escapehouse.se/jonkoping,Huskvarna,Sweden,189806,226899,http://www.escapehouse.se/jonkoping,Jonkoping,Jonkoping County,553 21,,4.5,7,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90582,Innovatums Escape Room - The Virus,12622716,/Attraction_Review-g189882-d12622716-Reviews-Innovatums_Escape_Room_The_Virus-Trollhattan_Vastra_Gotaland_County_West_Coast.html,https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo.png,,+46 520 28 94 00,http://www.innovatum.se/escaperoom,Trollhattan,Sweden,189806,189882,http://www.innovatum.se/escaperoom,Trollhattan,Vastra Gotaland County,,,,,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90583,Escape Gaming,1541199,/Attraction_Review-g189825-d1541199-Reviews-Escape_Gaming-Gavle_Gavleborg_County_Midnight_Sun_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/03/b8/47/inside.jpg,,+46 26 10 08 00,http://www.escapegaming.se/,Alvkarleby,Sweden,189806,4414408,http://www.escapegaming.se/,Gavle,Uppsala County,802 52,,5.0,3,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90584,Aventyrshuset Alborgen,9456356,/Attraction_Review-g2554478-d9456356-Reviews-Aventyrshuset_Alborgen-Valbo_Gavleborg_County_Midnight_Sun_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/0e/eb/8c/aventyrshuset-alborgen.jpg,,+46 26 13 13 00,http://www.alborgen.nu/,Alvkarleby,Sweden,189806,4414408,http://www.alborgen.nu/,Valbo,Uppsala County,818 92,,4.0,10,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90585,Escape Gaming,1541199,/Attraction_Review-g189825-d1541199-Reviews-Escape_Gaming-Gavle_Gavleborg_County_Midnight_Sun_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/03/b8/47/inside.jpg,,+46 26 10 08 00,http://www.escapegaming.se/,Furuvik,Sweden,189806,2668938,http://www.escapegaming.se/,Gavle,Gavleborg County,802 52,,5.0,3,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90586,Aventyrshuset Alborgen,9456356,/Attraction_Review-g2554478-d9456356-Reviews-Aventyrshuset_Alborgen-Valbo_Gavleborg_County_Midnight_Sun_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/0e/eb/8c/aventyrshuset-alborgen.jpg,,+46 26 13 13 00,http://www.alborgen.nu/,Furuvik,Sweden,189806,2668938,http://www.alborgen.nu/,Valbo,Gavleborg County,818 92,,4.0,10,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90587,Inlast,7367184,/Attraction_Review-g189849-d7367184-Reviews-Inlast-Vaxjo_Kronoberg_County.html,https://media-cdn.tripadvisor.com/media/photo-s/15/33/d0/38/var-lounge.jpg,,+46 70 736 08 59,http://www.escapegamevaxjo.se/,Ingelstad,Sweden,189806,2540457,http://www.escapegamevaxjo.se/,Vaxjo,Kronoberg County,352 33,,5.0,84,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90588,Escape Room Karlstad - Quezzle,13948386,/Attraction_Review-g189873-d13948386-Reviews-Escape_Room_Karlstad_Quezzle-Karlstad_Varmland_County.html,https://media-cdn.tripadvisor.com/media/photo-s/12/78/d7/bc/getlstd-property-photo.jpg,,+46 79 075 73 25,http://karlstad.quezzle.se,Forshaga,Sweden,189806,4414393,http://karlstad.quezzle.se,Karlstad,Varmland County,652 19,,4.5,4,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90589,Exit Games Stockholm,8141618,/Attraction_Review-g189852-d8141618-Reviews-Exit_Games_Stockholm-Stockholm.html,https://media-cdn.tripadvisor.com/media/photo-s/12/5f/b3/6f/can-you-escape-within.jpg,,+46 8 23 23 13,http://www.exitgames.se,Ingaro,Sweden,189806,2522232,http://www.exitgames.se,Stockholm,Stockholm County,111 29,,4.5,390,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90590,Fox in a Box Stockholm,7149393,/Attraction_Review-g189852-d7149393-Reviews-Fox_in_a_Box_Stockholm-Stockholm.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/ce/32/27/roomescape-stockholm.jpg,,+46 70 979 61 31,http://www.foxinabox.se,Ingaro,Sweden,189806,2522232,http://www.foxinabox.se,Stockholm,Stockholm County,,,5.0,743,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90591,Escape Stories,8594090,/Attraction_Review-g189852-d8594090-Reviews-Escape_Stories-Stockholm.html,https://media-cdn.tripadvisor.com/media/photo-s/09/8c/1c/d6/escape-stories.jpg,,+46 8 121 555 60,http://www.escapestories.com/,Ingaro,Sweden,189806,2522232,http://www.escapestories.com/,Stockholm,Stockholm County,111 20,,5.0,409,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90592,Questrooms - Room Escape Game,7155449,/Attraction_Review-g189852-d7155449-Reviews-Questrooms_Room_Escape_Game-Stockholm.html,https://media-cdn.tripadvisor.com/media/photo-s/06/da/97/70/questrooms.jpg,,+46 8 543 544 02,http://questrooms.se,Ingaro,Sweden,189806,2522232,http://questrooms.se,Stockholm,Stockholm County,112 39,,4.5,284,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90593,The Alley Escape Rooms,12941692,/Attraction_Review-g189839-d12941692-Reviews-The_Alley_Escape_Rooms-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/10/d0/7c/b9/getlstd-property-photo.jpg,,+46 72 022 24 99,http://www.thealley.se,Bara,Sweden,189806,2261376,http://www.thealley.se,Malmo,Skane County,211 45,,5.0,140,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90594,Fox in a box Escape Room,14548077,/Attraction_Review-g189839-d14548077-Reviews-Fox_in_a_box_Escape_Room-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/17/29/b4/c5/prison-break.jpg,,+46 73 704 57 63,http://www.foxinaboxmalmo.com,Bara,Sweden,189806,2261376,http://www.foxinaboxmalmo.com,Malmo,Skane County,21135,,5.0,119,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90595,Sherlocked,7245669,/Attraction_Review-g189839-d7245669-Reviews-Sherlocked-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/af/9a/d1/sherlocked-irl-afk-wtf.jpg,,+46 40 651 21 00,http://www.sherlocked.se,Bara,Sweden,189806,2261376,http://www.sherlocked.se,Malmo,Skane County,211 25,,5.0,129,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90596,The Gatsby Maze Escape Room,13010653,/Attraction_Review-g189839-d13010653-Reviews-The_Gatsby_Maze_Escape_Room-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/11/27/53/6f/the-entrance-to-the-gatsby.jpg,,,http://www.gatsbymaze.com,Bara,Sweden,189806,2261376,http://www.gatsbymaze.com,Malmo,Skane County,214 30,,5.0,32,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90597,Questrooms Malmo Escape Rooms,12448204,/Attraction_Review-g189839-d12448204-Reviews-Questrooms_Malmo_Escape_Rooms-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/97/19/48/hur-kanns-det-med-handbojor.jpg,,+46 76 195 32 37,http://malmo.questrooms.com/,Bara,Sweden,189806,2261376,http://malmo.questrooms.com/,Malmo,Skane County,211 30,,5.0,43,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90598,Outdoor Escape Games,14772111,/Attraction_Review-g189839-d14772111-Reviews-Outdoor_Escape_Games-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/14/2d/fc/49/find-the-locations-around.jpg,,,http://outdoorescapegame.com,Bara,Sweden,189806,2261376,http://outdoorescapegame.com,Malmo,Skane County,214 21,,5.0,3,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90599,Utmaningarnas Hus,7195524,/Attraction_Review-g189839-d7195524-Reviews-Utmaningarnas_Hus-Malmo_Skane_County.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/c9/c4/c0/lets-get-the-party-started.jpg,,+46 40 51 01 75,http://www.utmaningarnashus.se,Bara,Sweden,189806,2261376,http://www.utmaningarnashus.se,Malmo,Skane County,216 18,,4.5,34,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90600,Escape House Jonkoping,12952601,/Attraction_Review-g189847-d12952601-Reviews-Escape_House_Jonkoping-Jonkoping_Jonkoping_County.html,https://media-cdn.tripadvisor.com/media/photo-s/10/dc/49/ee/getlstd-property-photo.jpg,,+46 36 12 35 00,http://www.escapehouse.se/jonkoping,Norrahammar,Sweden,189806,4713888,http://www.escapehouse.se/jonkoping,Jonkoping,Jonkoping County,553 21,,4.5,7,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
90601,Escape House Gothenburg,8064756,/Attraction_Review-g189894-d8064756-Reviews-Escape_House_Gothenburg-Gothenburg_Vastra_Gotaland_County_West_Coast.html,https://media-cdn.tripadvisor.com/media/photo-s/08/ef/d7/64/escape-house-goteborg.jpg,,+46 31 388 00 60,http://www.escapehouse.se,Asa,Sweden,189806,1954126,http://www.escapehouse.se,Gothenburg,Halland County,414 57,,4.5,152,2,2019-06-28 14:06:48,0.0,0.0,2019-06-28 14:06:48
